CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_217950_224045,"as long as as he or she does not play the stuff from me <unk> 
",[],[],[],as long as as he or she does not play the stuff from michal david or helenka.,"['michal david', 'helenka']",[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_224620_227825,"pick which pick which ever you want okay 
",[],[],[],pick which pick which ever you want. okay?,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_232390_233605,"cool cool cool 
",[],[],[],cool cool cool.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_243820_248595,"great great so i'm looking forward to your email thank you very much for such a quick turn around 
",[],[],[],great great. so i'm looking forward to your email. thank you very much for such a quick turnaround.,[],[],[]
cs15M_NT-REe3d2b24d6fe16ee1f67942699fa4e1e9_B_253610_254825,"yeah you too ciao ciao 
",[],[],[],yeah. you too ciao ciao.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_002510_005715,"ciao ciao <unk> this is me how are you have time to speak 
",[],[],[],ciao ciao kristýna. this is michal. do you have time to speak?,"['kristýna', 'michal']",[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_011410_022892,"yeah yeah yeah yeah so i mean since we were on lockdown we don't have the chance to speak as often as we would like to but yeah i'm fine how are things in your end all good 
",[],[],[],yeah yeah yeah yeah. so i mean since we were since we were on lockdown we don't have the chance to speak as often as we would like to. but yeah i'm fine. how are things in your end? all good?,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_027680_029115,"yeah yeah 
",[],[],[],yeah yeah yeah yeah.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_030740_073910,"alright listen <unk> what i wanted to talk to you about is that i know that we we are schedule to have some discussion about some some courses we need to organize for our desk but just before christmas i think it's boring so what i would like to discuss here is that we are going to try to catch up on the christmas party this year after after the lockdown is down or or not active anymore so i wanted to ask you whether you could help with organizing this kind of post christmas christmas party and what are the things you would need from from my side to to make it happen well besides money okay or budget 
",[],[],['this year'],alright listen kika what i wanted to talk to you about is that i know that we we are schedule to have some discussion about some some courses we need to organize for our desk but just before christmas i think it's boring so what i would like to discuss here is that we are going to try to catch up on the christmas party this year after after the lockdown is down or or not active anymore. so i wanted to ask you whether you could help with organizing this kind of post christmas christmas party and what are the things you would need from from my side to to make it happen. well besides money okay or budget .,['kika'],[],['this year']
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_078460_079315,"i know 
",[],[],[],i know .,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_093170_102685,"yeah it's going to go from my budget but i would like to to to have it for the whole company i mean we're fifty people so hey why not 
",[],[],[],yeah it's going to go from my budget but i would like to to to have it for the whole company. i mean we're fifty people so hey why not?,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_126610_155800,"yeah yeah yeah yeah yeah yeah i'm so it's basically like christmas party so so eating drinking and dancing are the let's say must have nothing to complicate it if there are some like video games or video station or game stations at the bar i don't know pinball machine that would be awesome but i mean it's not necessary i mean the mo the more drinks the the the the the less effort for other activities 
",[],[],[],yeah yeah yeah yeah yeah yeah i'm so it's basically like a christmas party so so eating drinking and dancing are the i would say must have. nothing to complicate it if there are some like video games or video station or game stations at the bar i don't know pinball machine that would be awesome but i mean it's not necessary. i mean the the more drinks the the the the the less effort for other activities.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_159520_160055,"yeah 
",[],[],[],yeah.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_193440_207341,"awesome awesome you don't need to you don't need to be limited just to to <unk> i mean if it's like not not further than fifty kilometers away from <unk> i mean we can we can also transport so no problem on that side 
",[],[],[],awesome awesome you don't need to you don't need to be limited just to to brno. i mean if it's like not not further than fifty kilometers away from brno i mean we can we can also transport. so no problem on that side.,[],"['brno', 'brno']",[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_212930_213575,"yeah 
",[],[],[],yeah.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_217320_218335,"yeah okay 
",[],[],[],yes okay!,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_218910_223265,"good thanks very much yeah yeah don't worry about it thank you for your help 
",[],[],[],good! thanks very much. yeah yeah yeah don't worry about it. thank you for your help.,[],[],[]
cs15M_NT-REf1e2835870f6d735b133550b80afd5f7_A_224250_227335,"a good rest of the day ciao ciao ciao 
",[],[],[],have a good rest of the day. ciao ciao ciao.,[],[],[]
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_005487_006514,"hi 
",[],[],[],hi.,[],[],[]
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_010187_012592,"i'm at flora what about you 
",[],[],[],i'm at flora. what about you?,[],['flora'],[]
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_016440_019522,"okay so where are we going to meet 
",[],[],[],okay so where are we going to meet?,[],[],[]
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_024988_028595,"okay i can be there in twenty five minutes 
",[],[],['twenty five minutes'],okay. i can be there in twenty five minutes.,[],[],['twenty five minutes']
cs16M_NT-RE0453481fc3e6a34ef2291a9c9eac5ccf_B_032815_033776,"bye 
",[],[],[],bye.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_002182_003435,"yeah 
",[],[],[],hi yeah?,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_009902_012852,"i'm i'm at work on friday and saturday 
",[],[],"['friday', 'saturday']",i'm i'm at work on friday and saturday.,[],[],"['friday', 'saturday']"
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_025219_032211,"yeah yeah so so the new buddy wanted to talk to you like that right 
",[],[],[],yeah yeah yeah. so so the new buddy wanted to talk to you like that right?,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_039769_041083,"okay cool 
",[],[],[],okay cool.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_047731_049307,"yeah so 
",[],[],[],yeah sure.,[],[],[]
cs16M_NT-RE5af753db803d3f32efaee2e7d484a5ca_B_054703_055518,"hi 
",[],[],[],bye.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_000878_002900,"yeah 
",[],[],[],yeah?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_005801_008236,"okay moment 
",[],[],[],i'm in skalka in a moment.,[],['skalka'],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_012437_016172,"are we going somewhere or you have it with you 
",[],[],[],are we going somewhere or you have it with you?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_019776_022765,"rolls butter 
",[],[],[],rolls? butter?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_026720_029840,"okay i'll be there in fifteen minutes 
",[],[],['fifteen minutes'],i'll be there in fifteen minutes.,[],[],['in fifteen minutes']
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_033005_037004,"it's too long okay let's meet in the center 
",[],[],[],it's too long. okay let's meet in the center.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_040520_045178,"what about what about <unk> i have to go that to 
",[],[],[],what about what about maniny? i have to go there too.,[],['maniny'],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_049749_055682,"hey i'll write you okay so we can we can talk about it on <unk> 
",[],[],[],hey i'll write you okay? so we can we can talk about it on telegram.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_059901_062230,"where we meet for those rolls 
",[],[],[],where we meet for those rolls.,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_065262_067768,"hey hey calm down okay 
",[],[],[],hey calm down. okay?,[],[],[]
cs16M_NT-RE81c8e036404a818288d2a468e4951813_B_070888_072074,"okay 
",[],[],[],okay.,[],[],[]
cs17M-CHR3_2620608_B_022560_023300,"so 
",[],[],[],so.,[],[],[]
cs17M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_016510_017250,"so 
",[],[],[],so.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_039510_041975,"hello 
",[],[],[],damir hallo.,['damir'],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_043530_045175,"yeah it's it's <unk> 
",[],[],[],yeah. it's it's slava.,['slava'],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_046450_048315,"yeah yeah 
",[],[],[],yeah. yeah. i i.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_049880_052695,"yeah i'm calling from different number my 
",[],[],[],yeah yeah. i'm calling from different number. my.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_052950_056124,"cool phone is broken so therefore i have to borrow 
",[],[],[],phone is broken so therefore i have to borrow.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_056521_060405,"phone from friend of mine so i'm sorry i'm late yeah 
",[],[],[],phone from friend of mine so i'm sorry i'm late. yeah?,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_062560_062945,"
",[],[],[],yeah.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_067840_070755,"so i guess in one hour is is okay 
",[],[],['one hour'],so i guess in one hour is is okay.,[],[],['one hour']
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_080201_082895,"yeah in fact i was 
",[],[],[],yeah yeah yeah. in fact i was,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_084250_085925,"i was there so i know 
",[],[],[],yeah. i was there so i know.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_087220_089906,"know the place yeah okay so i 
",[],[],[],know the place. yeah yeah. okay. so i.,[],[],[]
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_090086_093265,"i will there hopefully in one hour i'm looking forward to see you 
",[],[],['one hour'],i will there hopefully in one hour. i'm looking forward to see you.,[],[],['one hour']
cs17M-kvjp5rhk--zn2yv5-19zxkdrnrc91kcrejfm_UDP-0_RTP_1_A_098640_100685,"thank you and see you soon bye 
",[],[],[],yeah. thank you. and see you soon. bye.,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_003870_004695,"there 
",[],[],[],who is there?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_008650_010875,"no me 
",[],[],[],you know me? and who is there?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_014290_014945,"really 
",[],[],[],really?,[],[],[]
cs19M-kvjmvvjf--zmm41s-19zxkdrnrc3mf1cep7s_UDP-0_RTP_1_A_022150_025015,"i want to know who i call 
",[],[],[],i want to know who i call.,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_007400_009291,"hi where are you 
",[],[],[],hi. where are you?,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_013660_015237,"i think 
",[],[],[],on ipak.,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_020900_023589,"what about the museum 
",[],[],[],what about the museum?,[],[],[]
de01M-RE0453481fc3e6a34ef2291a9c9eac5ccf_A_029350_032902,"okay i'll wait there bye bye 
",[],[],[],okay. i'll wait there. bye bye.,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_003428_004187,"so what 
",[],[],[],so what?,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_010437_011176,"shit 
",[],[],[],shit.,[],[],[]
de01M-RE0f4543b94c7a5953871ac37cbc47a25f_A_012440_013047,"okay 
",[],[],[],okay.,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_003234_004302,"how are you 
",[],[],[],where are you?,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_007601_010508,"so well we going to meet the main station 
",[],[],[],so where're we going to meet? the main station?,[],[],[]
de01M-RE18beae7b701cfe83ae82d0b960fc1dd6_A_014726_015867,"i'll wait the 
",[],[],[],i'll be there.,[],[],[]
de01M-RE4971679ba55a28460b19a5635505f241_A_002749_005981,"ten past seven on the <unk> 
",[],[],['ten past seven'],ten past seven on the fiftieth.,[],[],"['ten past seven', 'on the fiftieth']"
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_004750_008645,"on friday is the cottage so what about you 
",[],[],['friday'],on friday is the cottage. so what about you?,[],['cottage'],['friday']
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_014548_024613,"next thing your friend which you have introduced to me wanted to talk to me about those tents i told him to work it out with you is it okay that i told him so 
",[],[],[],next thing. your friend which you have introduced to me wanted to talk to me about those tents. i told him to work it out with you. is it okay that i told him so?,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_032840_039185,"yeah he asked me if i would come back i told him no he has to discuss it with you i won't return 
",[],[],[],yeah he asked me if i would come back. i told him no. he has to discuss it with you. i won't return.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_042190_047675,"so tonight buddy i'm waiting for you one hundred percent to come and talk 
",[],[],[],so tonight buddy i'm waiting for you one hundred percent to come and talk.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_050690_054075,"so have a nice day and enjoy <unk> 
",[],[],[],so have a nice day and enjoy rococo.,[],[],[]
de01M-RE5af753db803d3f32efaee2e7d484a5ca_A_056350_057185,"bye 
",[],[],[],goodbye.,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_003199_004457,"where are you 
",[],[],[],where are you?,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_008988_011078,"great i will come 
",[],[],[],great i will come.,[],[],[]
de01M-RE6ffcbfc3ae55fb994b84e672ff4b512f_A_015351_017071,"what are you talking about 
",[],[],[],what are you talking about?,[],[],[]
