CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
ro02M-CHR3_2620608_B_025140_027185,"hi nice to feel phew
","hi nice to meet you
",,,[],[],[],hi. hi. nice to hear of you.,[],[],[]
ro02M-CHR3_2620608_B_029970_030575,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
ro02M-CHR3_2620608_B_036670_041288,"yeah it was way way too that's really really good
","yeah it was way way too that's really a way to go
",,,[],[],[],yeah. it it was great it was great. that really very good.,[],[],[]
ro02M-CHR3_2620608_B_041715_054955,"uh the the canned you got me was awesome i was wondering if you're afraid to meet tonight um i have some friends come and go for and i like to have some get those damn
","uh the the can you got me was awesome i was wondering if you're a meeting tonight um i have some friends come and go for a and i like to have some get those damn
",,,[],[],[],the the candy you got me was awesome. i was wondering if you're free to meet to night. i have some friends coming over and i like to have some skittles for them.,[],[],[]
ro02M-CHR3_2620608_B_055880_058255,"cause i'm going to throw parties
","ah because i'm going to throw parties
",,,[],[],[],cause i am going to to a party.,[],[],[]
ro02M-CHR3_2620608_B_059840_060265,,,,,[],[],[],or.,[],[],[]
ro02M-CHR3_2620608_B_103420_111155,"yeah that that would would rates that'd be here for the next month or so or or maybe i can get some through or common friend here
","yeah that that would be great to be here for the next month or so or or maybe i can get some to order a couple of friends here
",[[]],[[]],[],[],['the next month'],yeah that that would be great. i'll be here for the next month or so. or maybe i can get some through our common friend here.,[],[],['the next month']
ro02M-CHR3_2620608_B_119360_124275,"uh there's some ah friends from uh back home and uh i invited them here
","uh there's some ah friends from uh back home and uh i invited them here
",,,[],[],[],they are some friends from back home and i invited them here.,[],[],[]
ro02M-CHR3_2620608_B_124850_133185,"and then i'm gonna grow apart before demand ah yeah we're we're saying to do that are on a regular basis so
","and then i'm gonna throw a party for them and ah yeah we're we're trying to do that a on a regular basis so
",,,[],[],[],i'm i'm gonna throw a party for them and yeah we're we're to do that on a regular basis. so.,[],[],[]
ro02M-CHR3_2620608_B_133800_135525,"every week or so would be great
","every week or so would be great
",[[]],[[]],[],[],['every week'],every week or so would be great.,[],[],[]
ro02M-CHR3_2620608_B_146949_153345,"uh i don't know that yes 'cause i recently got here but i'm planning to to find out
","uh i don't know that yes 'cause i recently got here but i'm planning to to find out
",,,[],[],[],i i don't know that yet 'cause i recently got here but i'm planning to to find out.,[],[],[]
ro02M-CHR3_2620608_B_155070_159995,"go weekends maybe friends are friends some places
","find out this weekend maybe friends are friends some places
",,,[],[],[],going out this this weekend. maybe find find some places.,[],[],['this weekend']
ro02M-CHR3_2620608_B_166620_169315,"that's right that's right thank you see you
","that's right that's right thank you
",,,[],[],[],that's great that's great. thank you. see you.,[],[],[]
ro02M-CHR3_2620608_B_171450_171855,"but
","but
",,,[],[],[],bye,[],[],[]
ro02M-CHR3_2620740_A_014810_016185,"oh hello
","oh hello
",,,[],[],[],hello.,[],[],[]
ro02M-CHR3_2620741_B_012065_017480,"oh hello i i think we have so many issues earlier but uh i think we're fine now
","oh hello i i think we have so many issues already but uh i think we're fine now
",,,[],[],[],hello i i think we had some issues already but i think we're fine now.,[],[],[]
ro02M-CHR3_2620741_B_017480_021565,"yeah i'm i'm great that's great
","yeah i'm i'm great i'm great
",,,[],[],[],"yeah i i'm great, i'm great.",[],[],[]
ro02M-CHR3_2620741_B_021565_029165,"yeah it's perfect total good
","yeah it's perfect it's so good
",,,[],[],[],yeah it's perfect yeah it's all good,[],[],[]
ro02M-CHR3_2620741_B_029165_039451,"yeah yeah i haven't heard from your from work for awhile
","yeah yeah i haven't heard from you know from work for awhile
",,,[],[],[],yeah yeah yeah i haven't heard from you for a while.,[],[],[]
ro02M-CHR3_2620741_B_048798_074076,"yeah did you find anything mhm
","yeah did you find anything mhm
",,,[],[],[],yeah did you find anything?,[],[],[]
ro02M-CHR3_2620741_B_074076_084455,"nice to have some you you want something new or
","i have some you you want something new or
",,,[],[],[],and you have you you want somehing newer.,[],[],[]
ro02M-CHR3_2620741_B_084455_099465,"mhm uh maybe you should you should come around here i think you can find some some nice cars here
","mhm uh maybe you should you should come around here i think you can find some some nice cars here
",,,[],[],[],maybe you should you should come around here. i think you could find some some nice cars here.,[],[],[]
ro02M-CHR3_2620741_B_123120_127585,"so so i'm looking forward to see you here
","so i'm looking forward to seeing here
",,,[],[],[],so so i'm looking forward to see you here.,[],[],[]
ro02M-CHR3_2620741_B_127585_138320,"we're gonna have a a nice party
","we're gonna have a nice party
",,,[],[],[],we're gonna have at a nice party.,[],[],[]
ro02M-CHR3_2620741_B_138320_143604,"no that's that's great that's great
","no that's that's great that's great
",,,[],[],[],oh that's that's great that's great.,[],[],[]
ro02M-CHR3_2620741_B_143604_147535,"yeah keep in touch
","yeah keep in touch
",,,[],[],[],yeah keep in touch.,[],[],[]
ro02M-CHR3_2620741_B_147535_151039,"so you buy
","so you buy
",,,[],[],[],yup. see you. good bye.,[],[],[]
ro02M-CHR3_2620764_B_014145_019941,"hi how's it going
","hi how's it going
",,,[],[],[],hi. how's it going?,[],[],[]
ro02M-CHR3_2620764_B_019941_031809,"oh that that's with uh i just got the few few minutes off and uh i i would like when it's cold you and uh uh uh clarify something south
","oh that was a i just got a few few minutes off and uh i i would like one that's fourteen and a a a kind of by something south
",[[]],"[[], []]",[],[],['the few few minutes'],. that's that's great. i just got a few a few minutes off and i i i wanted to call you and and clarify some things out.,[],[],['a few minute']
ro02M-CHR3_2620764_B_031809_053543,"ah we we mentioned earlier that uh you're gonna get married soon and i've been thinking and uh be talking to some friends of mine here and uh we would like to talk to a party or a party you interested in that
","ah we we mentioned earlier that or you're gonna get married soon and i've been thinking and uh be talking to some friends of mine here and uh we would like to party a bachelor party you interested in that
",,,[],[],[],. we we mentioned earlier that you're gonna get married soon and i've been thinkin and been talking to to some friend of mine here and we would like to throw you a party. a bachelor party. you interested in that?,[],[],[]
ro02M-CHR3_2620764_B_053543_060968,"mm i think next week or so it would be great
","mm i think next week or so it would be great
",[[]],[[]],[],[],['next week'],. i think next week or or so would be great.,[],[],['next week']
ro02M-CHR3_2620764_B_074451_084525,"okay so uh you're you're on it yeah
","okay so uh you're you're on it yeah
",,,[],[],[],. da da da. okay so you're you're on it. yeah?,[],[],[]
ro02M-CHR3_2620764_B_084525_088458,"so you're you're on it you're gonna be here
","oh so you're you're on it you're gonna be here
",,,[],[],[],so you're you're on it. you're gonna be here.,[],[],[]
ro02M-CHR3_2620764_B_088458_092460,"nothing nothing man for the
","nothing nothing man for the
",,,[],[],[],we have nothing nothing planed for next,[],[],[]
ro02M-CHR3_2620764_B_092460_097497,"okay that's great so i'll just keep in touch
","okay that's great so i'll just keep in touch
",,,[],[],[],okay that's great. so i'll just keep in touch.,[],[],[]
ro02M-CHR3_2620764_B_097497_104121,"yeah that's the way then okay so your next week
","yeah that's the way then okay so you're next week
",,[[]],[],[],[],yeah. that's great then. okay so see you next week.,[],[],['next week']
ro02M-CHR3_2620764_B_104121_110080,"bye
","right
",,,[],[],[],yeah. bye.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_019090_021135,"hi nice to hear you
","hi nice to meet you
",,,[],[],[],hi. hi. nice to hear of you.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_023920_024525,"yeah
","yeah
",,,[],[],[],yeah.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_030620_035238,"yeah it was great was rated gotten really really good
","yeah it was great it was rated gotten really really good
",,,[],[],[],yeah. it it was great it was great. that really very good.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_035665_048905,"uh the the canned you got me was awesome i was wondering if you're uh to meet tonight um i have some friends coming up uh and i like to have some skipped us or them
","uh the the can you got me was awesome i was wondering if you're a a free to meet tonight um i have some friends come and go but uh and i like to have some skipped us or them
",,,[],[],[],the the candy you got me was awesome. i was wondering if you're free to meet to night. i have some friends coming over and i like to have some skittles for them.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_049830_052205,"uh 'cause i'm going to apply to
","uh 'cause i'm going to apply to
",,,[],[],[],cause i am going to to a party.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_053790_054215,"or
","or
",,,[],[],[],or.,[],[],[]
ro02M-kvjkflc8--zmca2r-19zxkdrnpf3xp1cmip0_UDP-0_RTP_1_A_097370_105105,"yeah that that would be great that'd be here for the next month or so or or maybe i can get some to order coming friend here
","yeah that that would be great to be here for the next month or so or or maybe i can get some to order a couple of friends here
",[[]],[[]],[],[],['the next month'],yeah that that would be great. i'll be here for the next month or so. or maybe i can get some through our common friend here.,[],[],['the next month']
